6.52E-01	3.87E-01	1.64E-01	6.06E-01	6.65E-01	2.21E-01	5.46E-01	5.73E-01	6.68E-01	6.83E-01	6.00E-01	7.17E-01	6.00E-01	2.956213355064392090e-01 7.362837791442871094e-01 3.464976549148559570e-01 2.553372085094451904e-01 2.700879573822021484e-01 5.648030638694763184e-01 3.476303219795227051e-01 4.860995337367057800e-02 5.038295984268188477e-01 -3.736703842878341675e-02 5.766913890838623047e-01 3.219234645366668701e-01 7.209051847457885742e-01 4.919942617416381836e-01 5.304336547851562500e-01
3.53E-01	5.75E-01	6.29E-01	7.17E-01	5.89E-01	8.04E-01	1.85E-01	5.11E-01	4.33E-01	3.66E-01	5.23E-01	4.61E-01	1.59E-01	4.685933291912078857e-01 7.936224341392517090e-02 3.401880264282226562e-01 5.239195227622985840e-01 4.537066817283630371e-01 4.684147834777832031e-01 7.419099211692810059e-01 4.778430759906768799e-01 4.834139645099639893e-01 2.035126835107803345e-01 6.100873351097106934e-01 1.166770234704017639e-01 2.681780159473419189e-01 4.046386182308197021e-01 4.342476129531860352e-01
6.46E-01	3.44E-01	3.14E-01	-5.13E+00	2 3.390632569789886475e-0	1 2.561530470848083496e-0	1 8.130681514739990234e-0	1 5.000393390655517578e-0	1 8.609592318534851074e-0	1 6.146798133850097656e-0	1 3.853473067283630371e-0	1 6.126001477241516113e-0	1 7.887033820152282715e-0	1 5.502061843872070312e-01 7.137640714645385742e-01 6.592285633087158203e-01 5.177434086799621582e-01 6.270304322242736816e-01 3.357115089893341064e-01 3.232842981815338135e-01 3.803755640983581543e-01 4.623703360557556152e-01 1.231224834918975830e-01 4.308270215988159180e-01 4.790573716163635254e-01 7.001581192016601562e-01 1.562848389148712158e-01 2.599510550498962402e-01
4.66E-01	4.15E-01	9.31E-01	6.95E-01	4.75E-01	6.92E-01	2.19E-01	9.09E-01	2.82E-01	7.99E-01	7.77E-01	7.39E-01	6.59E-01	4.360246658325195312e-01 1.043931722640991211e+00 4.844172000885009766e-01 8.299197554588317871e-01 5.609003901481628418e-01 8.933870196342468262e-01 4.301922619342803955e-01 1.848991513252258301e-01 6.397711634635925293e-01 6.187666654586791992e-01 5.404847264289855957e-01 3.035234212875366211e-01 5.243735909461975098e-01 8.095171451568603516e-01 4.231084883213043213e-01
-4.17E+00	2 2.188998311758041382e-0	1 6.811410933732986450e-0	2 5.791597813367843628e-0	2 3.871062994003295898e-0	1 2.417988628149032593e-0	1 4.839742183685302734e-0	1 5.464966893196105957e-0	1 7.170500159263610840e-0	1 8.984189629554748535e-0	1 4.725803136825561523e-0	1 6.759815812110900879e-0	1 3.934043943881988525e-0	1 1.009238123893737793e+00 9.385278820991516113e-01 5.602024793624877930e-01 7.733308076858520508e-01 7.484108805656433105e-01 5.405643582344055176e-01 6.356528997421264648e-01 7.286959886550903320e-01 6.209247745573520660e-03 8.336405754089355469e-01 2.704061269760131836e-01 6.668531298637390137e-01 3.439336121082305908e-01 8.786449581384658813e-02 6.040471792221069336e-01
7.09E-01	6.86E-01	6.44E-01	8.00E-01	6.46E-01	8.91E-01	4.13E-01	4.81E-01	1.52E-01	6.30E-01	3.86E-01	1.08E+00	8.59E-01	7.129276990890502930e-01 3.837491571903228760e-01 9.638683199882507324e-01 7.667642831802368164e-01 4.790106415748596191e-01 7.564629316329956055e-01 7.474675774574279785e-01 -2.252173423767089844e-02 5.437821745872497559e-01 3.574278354644775391e-01 5.854647606611251831e-02 2.805339097976684570e-01 3.359980285167694092e-01 5.152909159660339355e-01 1.481509059667587280e-01
6.41E-01	3.02E-01	6.11E-01	6.49E-01	1.66E-01	5.11E-01	6.24E-01	8.60E-01	7.64E-01	4.03E-01	9.26E-01	5.75E-01	6.14E-01	9.609876275062561035e-01 8.710889220237731934e-01 2.019180357456207275e-01 4.347736835479736328e-01 6.586510539054870605e-01 6.166610717773437500e-01 1.964565068483352661e-01 -8.192613720893859863e-01 -4.360188171267509460e-02 3.677937090396881104e-01 3.071089386940002441e-01 2.503931820392608643e-01 5.249732732772827148e-01 6.550245881080627441e-01 4.593251645565032959e-01
5.16E-01	9.88E-01	3.92E-01	7.70E-01	6.86E-01	7.09E-01	3.31E-01	7.99E-01	3.42E-01	6.72E-01	8.84E-01	3.90E-01	6.30E-01	8.882827311754226685e-02 4.760435819625854492e-01 1.220898985862731934e+00 4.232804477214813232e-01 1.837253570556640625e-01 -7.001461982727050781e-01 -4.128786623477935791e-01 5.537307262420654297e-01 5.998870730400085449e-01 8.338828682899475098e-01 7.678527832031250000e-01 6.444112658500671387e-01 7.425560951232910156e-01 6.883898377418518066e-01 5.603538155555725098e-01
7.58E-01	3.69E-01	7.99E-01	5.73E-01	7.34E-01	5.51E-01	8.30E-01	5.67E-01	8.73E-01	1.36E-01	4.51E-01	2.19E-01	3.30E-01	4.133343994617462158e-01 3.908783793449401855e-01 -6.106962561607360840e-01 -4.196373522281646729e-01 -2.493178099393844604e-01 -6.138073205947875977e-01 4.096218645572662354e-01 3.711181879043579102e-01 7.639521360397338867e-01 4.315006732940673828e-01 6.947796940803527832e-01 6.049911379814147949e-01 5.825331807136535645e-01 7.830250859260559082e-01 8.735069632530212402e-01
6.12E-01	8.40E-01	6.84E-01	6.90E-01	5.87E-01	4.67E-01	4.72E-01	6.59E-01	6.16E-01	3.64E-01	6.58E-01	4.71E-01	6.83E-01	-7.345527410507202148e-02 -3.843773901462554932e-01 -4.541502892971038818e-01 3.967638127505779266e-03 2.090597152709960938e-01 4.797393083572387695e-01 -2.363681793212890625e-01 6.499485373497009277e-01 6.167452931404113770e-01 1.736000031232833862e-01 5
4.36E-01	6.77E-01	2.33E-01	3.69E-01	7.12E-01	3.99E-01	5.26E-01	6.01E-01	7.70E-01	4.83E-01	8.07E-01	6.35E-01	2.05E-01	3.876659870147705078e-01 7.966881990432739258e-02 9.024538397789001465e-01 3.294631838798522949e-01 4.459008276462554932e-01 9.089881181716918945e-01 2.690157294273376465e-01 3.432819247245788574e-01 5.858823657035827637e-01 7.322010993957519531e-01 5.828562974929809570e-01 2.748422324657440186e-01 8.315309882164001465e-01 6.683033108711242676e-01 6.197391748428344727e-01
4.82E-01	5.78E-01	6.98E-01	4.88E-01	7.48E-01	6.04E-01	4.30E-01	7.22E-01	5.83E-01	4.36E-01	3.10E-01	2.24E-01	2.57E-01	4.714983999729156494e-01 8.056433796882629395e-01 4.055612087249755859e-01 7.830641865730285645e-01 1.023705899715423584e-01 2.648534178733825684e-01 9.554651379585266113e-01 4.116286337375640869e-01 5.788714289665222168e-01 4.554387032985687256e-01 5.739926099777221680e-01 9.636588096618652344e-01 5.826658010482788086e-01 4.977062344551086426e-01 7.306432127952575684e-01
7.34E-01	7.36E-01	5.92E-01	5.53E-01	3.38E-01	1.04E+00	1.95E-01	8.84E-01	3.04E-01	4.56E-01	1.35E-01	4.08E-01	3.06E-01	4.625557363033294678e-01 3.199405968189239502e-01 8.575031757354736328e-01 1.131459921598434448e-01 5.375977158546447754e-01 8.911946415901184082e-02 3.604337871074676514e-01 5.980455279350280762e-01 5.438957810401916504e-01 6.770035028457641602e-01 6.539732217788696289e-01 2.963270545005798340e-01 6.586250066757202148e-01 6.593143343925476074e-01 2.895879447460174561e-01
2.95E-01	4.45E-01	4.90E-01	6.83E-01	4.66E-01	8.93E-01	5.19E-01	5.86E-01	5.78E-01	4.37E-01	7.59E-01	8.17E-01	9.69E-01	7.299017906188964844e-01 5.128654241561889648e-01 2.367001026868820190e-01 6.709179282188415527e-01 1.373360902070999146e-01 6.903001666069030762e-01 3.132397234439849854e-01 5.209136009216308594e-01 7.456174492835998535e-01 3.242482841014862061e-01 7.706528902053833008e-01 5.863000750541687012e-01 6.565715074539184570e-01 5.777184963226318359e-01 5.007130503654479980e-01
9.63E-01	7.48E-01	7.72E-01	6.64E-01	6.45E-01	5.04E-01	4.82E-01	2.43E-01	4.91E-01	7.33E-01	4.44E-01	1.34E-01	1.97E-01	1.999022513628005981e-01 3.068391978740692139e-01 3.986354768276214600e-01 2.945459485054016113e-01 6.345624327659606934e-01 6.273546814918518066e-01 3.467219769954681396e-01 1.957865804433822632e-01 7.028794288635253906e-01 8.105095624923706055e-01 6.350615620613098145e-01 5.787626504898071289e-01 4.201613366603851318e-01 1.087314724922180176e+00 6.550832986831665039e-01
4.92E-01	7.90E-01	8.52E-01	3.13E-01	5.17E-01	7.15E-01	3.94E-01	7.08E-01	1.07E+00	2.67E-01	8.35E-01	6.47E-01	6.14E-01	7.151874899864196777e-01 6.366329193115234375e-01 3.247566223144531250e-01 2.560019493103027344e-01 3.551361262798309326e-01 1.607315838336944580e-01 7.750589847564697266e-01 2.684282064437866211e-01 3.387477397918701172e-01 1.854029148817062378e-01 7.009443640708923340e-01 7.271235585212707520e-01 3.139952719211578369e-01 6.778406500816345215e-01 3.762229681015014648e-01
4.18E-01	2.31E-01	6.23E-01	6.77E-01	3.69E-01	8.51E-01	9.29E-01	6.83E-01	2.85E-01	9.19E-01	4.01E-01	9.41E-01	3.08E-01	5.165517926216125488e-01 4.843698740005493164e-01 5.860313177108764648e-01 3.721357882022857666e-01 5.946423411369323730e-01 6.510148644447326660e-01 5.242029428482055664e-01 3.301256895065307617e-01 4.763588905334472656e-01 7.022231817245483398e-01 1.793788820505142212e-01 7.334916591644287109e-01 5.352050662040710449e-01 6.962807178497314453e-01 5.718123316764831543e-01
6.00E-01	-5.41E+00	2 4.692083001136779785e-0	1 4.765145182609558105e-0	1 3.713923096656799316e-0	1 9.513823390007019043e-0	1 1.174377351999282837e-0	1 6.406067609786987305e-0	1 2.978986501693725586e-0	1 3.193477392196655273e-0	1 3.426047861576080322e-0	1 3.972791433334350586e-0	1 5.226456522941589355e-0	1 1.329944878816604614e-01 2.002004086971282959e-01 7.321403622627258301e-01 1.817019581794738770e-01 6.118112206459045410e-01 2.614779025316238403e-02 9.841698408126831055e-01 5.253045558929443359e-01 9.820314496755599976e-02 6.553659439086914062e-01 2.720252573490142822e-01 7.716131210327148438e-01 5.558607578277587891e-01 2.586535811424255371e-01 9.513593316078186035e-01
